index,date,n
660,200424,2
662,200424,2
692,200424,1
702,200424,1
710,200424,1
713,200424,3
718,200424,4
719,200424,2
744,200424,2
745,200424,1
757,200424,1
766,200424,1
767,200424,2
769,200424,1
794,200424,9
814,200424,1
819,200424,4
845,200424,1
854,200424,1
870,200424,2
904,200424,1
947,200424,3
954,200424,3
955,200424,3
969,200424,2
972,200424,1
979,200424,5
980,200424,6
995,200424,1
1001,200424,1
1004,200424,4
1005,200424,3
1023,200424,1
1028,200424,2
1042,200424,1
1044,200424,1
1045,200424,3
1046,200424,1
1047,200424,1
1049,200424,2
1050,200424,2
1051,200424,4
1067,200424,3
1072,200424,8
1074,200424,1
1090,200424,2
1091,200424,1
1092,200424,1
1093,200424,7
1094,200424,3
1109,200424,3
1112,200424,11
1115,200424,1
1117,200424,1
1129,200424,1
1132,200424,1
1134,200424,7
1137,200424,1
1138,200424,2
1140,200424,1
1150,200424,4
1152,200424,2
1155,200424,3
1156,200424,1
1157,200424,2
1158,200424,2
1176,200424,3
1177,200424,8
1178,200424,3
1179,200424,7
1196,200424,3
1197,200424,17
1198,200424,8
1199,200424,5
1201,200424,6
1213,200424,1
1214,200424,3
1215,200424,14
1216,200424,17
1217,200424,11
1218,200424,1
1219,200424,1
1228,200424,4
1229,200424,19
1230,200424,34
1231,200424,7
1232,200424,5
1233,200424,3
1242,200424,24
1243,200424,16
1244,200424,28
1245,200424,5
1250,200424,1
1256,200424,13
1257,200424,35
1258,200424,22
1259,200424,8
1270,200424,3
1271,200424,23
1272,200424,16
1282,200424,18
1283,200424,20
1284,200424,9
1294,200424,20
1295,200424,36
1305,200424,3
1306,200424,10
1307,200424,5
1308,200424,1
1309,200424,1
1317,200424,2
1318,200424,6
1319,200424,4
1328,200424,10
1339,200424,1
1345,200424,1
1356,200424,1
1364,200424,3
1668,200424,1
1719,200424,1
1727,200424,1
2,200330,1
29,200330,1
55,200330,1
56,200330,1
66,200330,1
69,200330,1
72,200330,1
91,200330,1
104,200330,1
127,200330,2
210,200330,1
228,200330,1
272,200330,1
276,200330,1
299,200330,3
301,200330,1
322,200330,1
323,200330,22
340,200330,1
346,200330,1
347,200330,2
349,200330,1
358,200330,1
389,200330,1
460,200330,1
470,200330,1
479,200330,1
495,200330,1
523,200330,1
558,200330,1
610,200330,1
633,200330,1
638,200330,1
644,200330,1
659,200330,1
660,200330,1
662,200330,1
665,200330,1
688,200330,1
691,200330,1
692,200330,3
712,200330,1
713,200330,1
714,200330,1
718,200330,5
720,200330,1
741,200330,1
744,200330,4
745,200330,3
763,200330,1
767,200330,2
769,200330,3
770,200330,5
771,200330,1
772,200330,1
778,200330,1
793,200330,1
794,200330,9
797,200330,1
819,200330,6
820,200330,1
828,200330,1
871,200330,1
876,200330,1
880,200330,1
919,200330,1
929,200330,1
947,200330,1
951,200330,1
954,200330,4
973,200330,1
979,200330,2
980,200330,1
994,200330,1
997,200330,1
999,200330,4
1004,200330,4
1005,200330,3
1008,200330,2
1022,200330,1
1023,200330,1
1025,200330,1
1026,200330,2
1027,200330,1
1028,200330,2
1044,200330,4
1045,200330,7
1047,200330,2
1048,200330,1
1050,200330,2
1056,200330,1
1067,200330,3
1069,200330,2
1071,200330,1
1072,200330,14
1089,200330,2
1090,200330,2
1091,200330,4
1092,200330,3
1093,200330,1
1094,200330,6
1095,200330,2
1096,200330,1
1112,200330,18
1114,200330,1
1116,200330,1
1117,200330,3
1118,200330,2
1132,200330,1
1133,200330,2
1134,200330,7
1135,200330,4
1138,200330,2
1154,200330,1
1155,200330,8
1156,200330,5
1157,200330,10
1158,200330,3
1160,200330,2
1163,200330,1
1175,200330,1
1176,200330,1
1177,200330,24
1178,200330,23
1179,200330,11
1180,200330,1
1194,200330,3
1195,200330,4
1196,200330,13
1197,200330,27
1198,200330,19
1199,200330,10
1200,200330,1
1201,200330,1
1208,200330,1
1213,200330,1
1214,200330,8
1215,200330,35
1216,200330,35
1217,200330,9
1220,200330,2
1228,200330,4
1229,200330,30
1230,200330,52
1231,200330,27
1232,200330,10
1242,200330,12
1243,200330,42
1244,200330,90
1245,200330,9
1255,200330,1
1256,200330,9
1257,200330,60
1258,200330,14
1259,200330,10
1270,200330,9
1271,200330,41
1272,200330,14
1273,200330,2
1282,200330,39
1283,200330,31
1284,200330,10
1285,200330,1
1294,200330,65
1295,200330,19
1298,200330,1
1303,200330,1
1305,200330,2
1306,200330,15
1307,200330,4
1308,200330,1
1309,200330,1
1310,200330,1
1312,200330,1
1317,200330,1
1318,200330,4
1319,200330,4
1328,200330,3
1329,200330,1
1342,200330,2
1347,200330,1
1356,200330,1
1364,200330,6
1719,200330,1
1731,200330,1
1828,200330,1
1888,200330,1
33,200331,1
45,200331,1
46,200331,1
55,200331,2
64,200331,1
83,200331,1
84,200331,1
91,200331,1
97,200331,1
137,200331,1
168,200331,1
184,200331,1
228,200331,1
254,200331,1
270,200331,1
272,200331,1
273,200331,1
275,200331,1
276,200331,4
277,200331,1
292,200331,1
293,200331,1
294,200331,1
299,200331,2
311,200331,1
316,200331,1
317,200331,1
321,200331,1
323,200331,1
327,200331,1
331,200331,1
338,200331,1
340,200331,3
345,200331,1
364,200331,1
431,200331,1
477,200331,1
482,200331,1
509,200331,1
528,200331,1
554,200331,1
581,200331,1
587,200331,1
639,200331,2
640,200331,2
644,200331,1
649,200331,1
662,200331,2
679,200331,1
680,200331,1
681,200331,1
692,200331,1
712,200331,1
713,200331,1
718,200331,7
719,200331,3
720,200331,1
745,200331,4
746,200331,1
767,200331,4
769,200331,1
770,200331,5
790,200331,1
794,200331,8
818,200331,1
819,200331,6
820,200331,1
821,200331,1
824,200331,1
828,200331,1
832,200331,2
845,200331,1
870,200331,1
878,200331,1
880,200331,1
902,200331,1
905,200331,1
920,200331,1
922,200331,1
926,200331,1
929,200331,1
930,200331,1
946,200331,1
947,200331,1
948,200331,1
951,200331,1
953,200331,1
954,200331,3
972,200331,1
973,200331,1
979,200331,3
980,200331,1
995,200331,2
997,200331,3
998,200331,2
999,200331,5
1005,200331,2
1019,200331,1
1021,200331,2
1022,200331,2
1024,200331,3
1025,200331,4
1026,200331,2
1044,200331,5
1045,200331,7
1046,200331,1
1047,200331,4
1048,200331,2
1050,200331,4
1051,200331,1
1066,200331,1
1067,200331,8
1068,200331,1
1069,200331,4
1071,200331,2
1072,200331,13
1088,200331,1
1089,200331,1
1090,200331,5
1091,200331,2
1092,200331,2
1093,200331,1
1094,200331,5
1095,200331,3
1097,200331,1
1109,200331,2
1112,200331,35
1113,200331,1
1116,200331,1
1117,200331,4
1120,200331,1
1132,200331,1
1133,200331,4
1134,200331,16
1135,200331,5
1137,200331,1
1138,200331,1
1139,200331,1
1140,200331,1
1155,200331,16
1156,200331,11
1157,200331,9
1158,200331,1
1159,200331,1
1160,200331,1
1163,200331,1
1174,200331,1
1176,200331,3
1177,200331,25
1178,200331,23
1179,200331,7
1180,200331,4
1182,200331,1
1185,200331,1
1194,200331,7
1196,200331,7
1197,200331,33
1198,200331,25
1199,200331,10
1201,200331,1
1213,200331,4
1214,200331,6
1215,200331,36
1216,200331,52
1217,200331,23
1218,200331,7
1228,200331,1
1229,200331,25
1230,200331,53
1231,200331,31
1232,200331,13
1242,200331,12
1243,200331,25
1244,200331,103
1245,200331,2
1246,200331,1
1256,200331,13
1257,200331,41
1258,200331,16
1259,200331,6
1260,200331,1
1261,200331,2
1270,200331,6
1271,200331,33
1272,200331,22
1273,200331,1
1274,200331,1
1282,200331,36
1283,200331,41
1284,200331,5
1285,200331,1
1294,200331,58
1295,200331,38
1296,200331,2
1297,200331,1
1305,200331,3
1306,200331,13
1307,200331,11
1308,200331,1
1310,200331,1
1317,200331,2
1318,200331,9
1319,200331,5
1328,200331,11
1329,200331,1
1347,200331,1
1349,200331,2
1357,200331,1
1364,200331,3
1367,200331,1
1368,200331,1
1719,200331,4
1743,200331,1
46,200401,2
72,200401,3
79,200401,1
87,200401,1
91,200401,2
147,200401,1
210,200401,1
233,200401,1
253,200401,1
254,200401,1
265,200401,1
272,200401,2
276,200401,1
279,200401,1
299,200401,3
300,200401,1
311,200401,1
317,200401,1
323,200401,1
331,200401,1
347,200401,1
354,200401,1
387,200401,1
431,200401,2
454,200401,1
461,200401,1
479,200401,2
510,200401,1
524,200401,1
554,200401,6
576,200401,2
581,200401,1
601,200401,1
621,200401,1
624,200401,1
625,200401,1
639,200401,1
640,200401,1
651,200401,1
668,200401,1
676,200401,2
681,200401,1
687,200401,1
691,200401,1
717,200401,2
718,200401,10
744,200401,1
745,200401,7
755,200401,1
763,200401,1
767,200401,2
770,200401,4
794,200401,12
795,200401,1
798,200401,2
803,200401,1
819,200401,4
821,200401,1
823,200401,1
870,200401,1
874,200401,1
881,200401,1
898,200401,1
926,200401,1
946,200401,2
947,200401,2
951,200401,1
954,200401,4
972,200401,1
979,200401,1
998,200401,3
999,200401,2
1004,200401,2
1023,200401,1
1026,200401,1
1027,200401,1
1044,200401,2
1045,200401,2
1046,200401,1
1048,200401,1
1049,200401,1
1050,200401,12
1067,200401,5
1068,200401,1
1069,200401,1
1071,200401,2
1072,200401,21
1073,200401,2
1089,200401,3
1090,200401,2
1091,200401,2
1092,200401,1
1093,200401,5
1094,200401,4
1095,200401,6
1112,200401,14
1113,200401,1
1114,200401,2
1117,200401,2
1134,200401,4
1135,200401,4
1136,200401,4
1137,200401,2
1138,200401,2
1139,200401,2
1152,200401,1
1155,200401,11
1156,200401,11
1157,200401,8
1160,200401,3
1175,200401,1
1176,200401,2
1177,200401,16
1178,200401,16
1179,200401,10
1180,200401,4
1181,200401,2
1194,200401,5
1196,200401,9
1197,200401,32
1198,200401,21
1199,200401,8
1200,200401,2
1201,200401,1
1213,200401,1
1214,200401,4
1215,200401,34
1216,200401,37
1217,200401,26
1220,200401,3
1228,200401,5
1229,200401,17
1230,200401,67
1231,200401,33
1232,200401,6
1233,200401,2
1238,200401,1
1242,200401,8
1243,200401,34
1244,200401,125
1245,200401,13
1246,200401,1
1249,200401,1
1256,200401,13
1257,200401,61
1258,200401,24
1259,200401,10
1260,200401,2
1270,200401,9
1271,200401,56
1272,200401,23
1273,200401,3
1274,200401,1
1282,200401,63
1283,200401,28
1284,200401,13
1294,200401,72
1295,200401,28
1305,200401,3
1306,200401,12
1307,200401,11
1318,200401,7
1319,200401,1
1328,200401,4
1329,200401,1
1338,200401,2
1339,200401,1
1342,200401,1
1347,200401,2
1364,200401,2
1369,200401,1
1719,200401,1
1726,200401,1
26,200409,1
31,200409,1
33,200409,2
45,200409,2
46,200409,3
67,200409,1
72,200409,1
84,200409,1
106,200409,1
127,200409,1
173,200409,1
190,200409,1
194,200409,1
232,200409,2
253,200409,1
254,200409,1
276,200409,6
277,200409,2
295,200409,1
296,200409,1
299,200409,8
301,200409,1
358,200409,2
361,200409,3
388,200409,1
413,200409,2
415,200409,1
416,200409,1
431,200409,3
453,200409,1
454,200409,2
483,200409,2
509,200409,1
524,200409,1
554,200409,2
560,200409,1
579,200409,1
593,200409,1
644,200409,3
651,200409,2
662,200409,2
665,200409,1
667,200409,1
708,200409,1
718,200409,6
719,200409,1
744,200409,1
745,200409,2
765,200409,1
767,200409,2
769,200409,2
770,200409,3
794,200409,15
795,200409,2
801,200409,1
819,200409,3
824,200409,1
828,200409,1
846,200409,1
853,200409,1
876,200409,1
880,200409,1
899,200409,1
904,200409,1
905,200409,2
929,200409,6
931,200409,1
947,200409,1
949,200409,1
951,200409,2
954,200409,8
969,200409,2
971,200409,1
972,200409,2
973,200409,2
975,200409,1
978,200409,2
979,200409,4
997,200409,1
998,200409,1
999,200409,2
1002,200409,1
1003,200409,1
1004,200409,5
1005,200409,2
1008,200409,1
1023,200409,1
1026,200409,3
1030,200409,1
1044,200409,1
1045,200409,2
1046,200409,1
1049,200409,1
1050,200409,7
1065,200409,1
1066,200409,1
1067,200409,3
1069,200409,2
1070,200409,1
1071,200409,1
1072,200409,20
1073,200409,2
1089,200409,3
1090,200409,3
1093,200409,2
1094,200409,17
1095,200409,7
1097,200409,1
1109,200409,2
1111,200409,1
1112,200409,11
1114,200409,1
1115,200409,4
1117,200409,2
1118,200409,1
1134,200409,6
1135,200409,5
1136,200409,1
1137,200409,1
1139,200409,1
1152,200409,1
1155,200409,9
1156,200409,13
1157,200409,12
1158,200409,3
1160,200409,2
1163,200409,1
1177,200409,24
1178,200409,15
1179,200409,10
1180,200409,5
1182,200409,1
1183,200409,1
1185,200409,1
1194,200409,3
1196,200409,4
1197,200409,32
1198,200409,24
1199,200409,8
1204,200409,1
1213,200409,1
1214,200409,2
1215,200409,28
1216,200409,41
1217,200409,14
1218,200409,2
1228,200409,2
1229,200409,20
1230,200409,56
1231,200409,21
1232,200409,6
1234,200409,1
1242,200409,12
1243,200409,26
1244,200409,79
1245,200409,9
1246,200409,2
1256,200409,12
1257,200409,55
1258,200409,30
1259,200409,12
1260,200409,1
1261,200409,1
1270,200409,7
1271,200409,45
1272,200409,16
1273,200409,1
1274,200409,4
1282,200409,35
1283,200409,38
1284,200409,7
1286,200409,1
1294,200409,45
1295,200409,22
1297,200409,1
1306,200409,27
1307,200409,16
1308,200409,3
1317,200409,1
1318,200409,7
1319,200409,2
1328,200409,5
1347,200409,1
1355,200409,1
1363,200409,1
1364,200409,3
1369,200409,7
1667,200409,1
1719,200409,2
25,200402,1
45,200402,3
46,200402,2
56,200402,1
59,200402,1
60,200402,1
66,200402,3
72,200402,2
88,200402,1
91,200402,2
109,200402,1
110,200402,2
126,200402,1
161,200402,2
208,200402,1
209,200402,1
233,200402,1
254,200402,2
276,200402,1
278,200402,1
288,200402,1
295,200402,2
299,200402,4
317,200402,1
321,200402,1
322,200402,1
333,200402,1
345,200402,1
349,200402,1
413,200402,1
433,200402,1
447,200402,1
477,200402,1
527,200402,1
535,200402,1
554,200402,7
583,200402,2
607,200402,1
610,200402,1
639,200402,1
651,200402,1
660,200402,1
661,200402,1
665,200402,4
687,200402,1
690,200402,1
691,200402,4
692,200402,3
703,200402,1
713,200402,8
717,200402,2
718,200402,5
743,200402,1
744,200402,2
745,200402,2
766,200402,1
767,200402,4
768,200402,1
769,200402,1
770,200402,4
771,200402,1
794,200402,13
797,200402,2
798,200402,1
817,200402,1
819,200402,3
822,200402,2
846,200402,1
880,200402,1
920,200402,1
922,200402,1
950,200402,1
954,200402,3
973,200402,1
977,200402,1
979,200402,1
998,200402,1
999,200402,1
1002,200402,1
1003,200402,1
1004,200402,1
1026,200402,5
1027,200402,1
1028,200402,1
1044,200402,1
1045,200402,2
1046,200402,1
1048,200402,2
1049,200402,1
1050,200402,10
1066,200402,2
1067,200402,3
1068,200402,1
1069,200402,1
1072,200402,34
1073,200402,1
1074,200402,1
1089,200402,3
1090,200402,2
1091,200402,2
1092,200402,3
1093,200402,2
1094,200402,8
1095,200402,8
1096,200402,1
1112,200402,18
1113,200402,1
1115,200402,1
1117,200402,10
1118,200402,1
1133,200402,3
1134,200402,7
1135,200402,8
1136,200402,2
1137,200402,3
1138,200402,2
1139,200402,1
1153,200402,1
1155,200402,14
1156,200402,12
1157,200402,15
1158,200402,3
1160,200402,2
1162,200402,1
1174,200402,1
1175,200402,2
1176,200402,1
1177,200402,23
1178,200402,11
1179,200402,18
1180,200402,2
1181,200402,1
1182,200402,1
1185,200402,3
1194,200402,5
1195,200402,4
1196,200402,8
1197,200402,21
1198,200402,58
1199,200402,16
1200,200402,2
1214,200402,11
1215,200402,48
1216,200402,73
1217,200402,19
1218,200402,8
1228,200402,1
1229,200402,31
1230,200402,94
1231,200402,30
1232,200402,14
1233,200402,2
1238,200402,1
1242,200402,13
1243,200402,38
1244,200402,178
1245,200402,9
1246,200402,1
1248,200402,1
1256,200402,18
1257,200402,80
1258,200402,42
1259,200402,14
1260,200402,2
1261,200402,1
1270,200402,17
1271,200402,62
1272,200402,18
1273,200402,2
1282,200402,55
1283,200402,48
1284,200402,12
1285,200402,1
1287,200402,1
1294,200402,95
1295,200402,20
1305,200402,11
1306,200402,24
1307,200402,8
1317,200402,1
1318,200402,8
1319,200402,3
1328,200402,8
1329,200402,1
1330,200402,1
1347,200402,1
1355,200402,1
1364,200402,1
1369,200402,1
1689,200402,1
1750,200402,1
2,200403,1
46,200403,2
54,200403,2
55,200403,1
64,200403,1
66,200403,1
72,200403,1
79,200403,1
104,200403,1
127,200403,2
137,200403,2
165,200403,1
190,200403,1
208,200403,1
211,200403,1
232,200403,1
254,200403,2
265,200403,1
272,200403,1
276,200403,3
277,200403,1
294,200403,1
299,200403,3
315,200403,1
323,200403,1
340,200403,2
398,200403,1
431,200403,5
433,200403,1
454,200403,1
460,200403,1
479,200403,1
494,200403,1
502,200403,1
512,200403,1
554,200403,8
556,200403,1
566,200403,1
588,200403,1
590,200403,1
593,200403,1
607,200403,1
610,200403,1
639,200403,1
644,200403,1
665,200403,2
679,200403,1
682,200403,1
686,200403,1
704,200403,1
713,200403,5
714,200403,2
718,200403,8
719,200403,1
744,200403,3
745,200403,2
765,200403,1
767,200403,7
770,200403,3
771,200403,1
794,200403,13
797,200403,1
817,200403,1
819,200403,1
823,200403,1
825,200403,1
839,200403,1
843,200403,1
848,200403,1
850,200403,1
852,200403,1
871,200403,1
880,200403,4
900,200403,3
903,200403,1
904,200403,3
921,200403,1
929,200403,1
933,200403,1
946,200403,1
949,200403,1
954,200403,5
970,200403,1
979,200403,2
980,200403,2
994,200403,1
997,200403,1
999,200403,4
1000,200403,1
1002,200403,1
1004,200403,4
1005,200403,2
1020,200403,1
1024,200403,1
1026,200403,3
1027,200403,1
1045,200403,5
1047,200403,1
1048,200403,2
1049,200403,3
1050,200403,6
1065,200403,1
1066,200403,1
1067,200403,3
1068,200403,2
1069,200403,1
1072,200403,14
1074,200403,4
1087,200403,1
1089,200403,1
1090,200403,3
1092,200403,1
1093,200403,3
1094,200403,7
1095,200403,4
1096,200403,1
1111,200403,1
1112,200403,13
1113,200403,3
1114,200403,1
1117,200403,2
1132,200403,1
1133,200403,5
1134,200403,8
1135,200403,4
1136,200403,5
1137,200403,2
1138,200403,2
1141,200403,1
1155,200403,10
1156,200403,6
1157,200403,12
1158,200403,3
1159,200403,1
1160,200403,1
1176,200403,1
1177,200403,18
1178,200403,19
1179,200403,11
1180,200403,3
1183,200403,1
1194,200403,1
1195,200403,1
1196,200403,8
1197,200403,22
1198,200403,27
1199,200403,14
1200,200403,1
1202,200403,1
1213,200403,2
1214,200403,9
1215,200403,34
1216,200403,41
1217,200403,23
1218,200403,4
1220,200403,15
1221,200403,1
1228,200403,6
1229,200403,21
1230,200403,87
1231,200403,24
1232,200403,9
1233,200403,1
1234,200403,1
1242,200403,21
1243,200403,34
1244,200403,122
1245,200403,15
1246,200403,2
1256,200403,22
1257,200403,88
1258,200403,35
1259,200403,5
1270,200403,13
1271,200403,57
1272,200403,23
1274,200403,1
1275,200403,1
1282,200403,82
1283,200403,38
1284,200403,14
1285,200403,1
1286,200403,1
1294,200403,89
1295,200403,23
1296,200403,2
1297,200403,1
1305,200403,8
1306,200403,17
1307,200403,11
1310,200403,1
1317,200403,1
1318,200403,10
1319,200403,10
1328,200403,5
1329,200403,3
1338,200403,1
1339,200403,1
1342,200403,1
1347,200403,2
1348,200403,1
1351,200403,1
1357,200403,3
1358,200403,1
1359,200403,1
1362,200403,1
1363,200403,1
1364,200403,3
1589,200403,1
46,200404,1
104,200404,1
127,200404,1
143,200404,1
148,200404,1
190,200404,2
211,200404,2
233,200404,1
254,200404,1
270,200404,1
275,200404,2
276,200404,1
294,200404,1
295,200404,2
296,200404,1
299,200404,7
314,200404,1
315,200404,1
317,200404,1
321,200404,2
347,200404,1
365,200404,2
366,200404,1
374,200404,1
462,200404,1
487,200404,1
523,200404,1
524,200404,1
525,200404,1
554,200404,5
562,200404,1
576,200404,4
590,200404,1
626,200404,1
633,200404,1
634,200404,1
644,200404,1
665,200404,1
691,200404,2
713,200404,3
718,200404,1
728,200404,1
744,200404,3
770,200404,2
792,200404,1
794,200404,4
804,200404,1
814,200404,1
819,200404,3
822,200404,1
823,200404,1
870,200404,1
871,200404,1
880,200404,1
954,200404,6
955,200404,1
977,200404,1
979,200404,4
980,200404,4
995,200404,2
1003,200404,1
1004,200404,3
1023,200404,1
1025,200404,2
1026,200404,2
1030,200404,1
1044,200404,1
1045,200404,3
1049,200404,2
1050,200404,7
1051,200404,2
1067,200404,2
1068,200404,1
1071,200404,1
1072,200404,17
1089,200404,2
1090,200404,2
1091,200404,3
1092,200404,1
1093,200404,1
1094,200404,4
1095,200404,1
1112,200404,11
1113,200404,1
1114,200404,3
1116,200404,1
1133,200404,1
1134,200404,2
1135,200404,5
1136,200404,1
1137,200404,2
1138,200404,1
1139,200404,1
1152,200404,1
1153,200404,1
1155,200404,10
1156,200404,1
1157,200404,19
1158,200404,2
1159,200404,1
1160,200404,1
1175,200404,2
1176,200404,2
1177,200404,19
1178,200404,16
1179,200404,10
1180,200404,2
1182,200404,1
1185,200404,3
1195,200404,1
1196,200404,7
1197,200404,14
1198,200404,21
1199,200404,12
1200,200404,1
1213,200404,3
1214,200404,6
1215,200404,33
1216,200404,52
1217,200404,9
1218,200404,3
1220,200404,2
1228,200404,4
1229,200404,24
1230,200404,80
1231,200404,43
1232,200404,4
1234,200404,1
1242,200404,10
1243,200404,45
1244,200404,122
1245,200404,9
1246,200404,2
1248,200404,1
1256,200404,21
1257,200404,95
1258,200404,34
1259,200404,8
1261,200404,1
1270,200404,15
1271,200404,72
1272,200404,27
1273,200404,6
1282,200404,69
1283,200404,35
1284,200404,14
1285,200404,2
1294,200404,97
1295,200404,32
1296,200404,2
1305,200404,10
1306,200404,21
1307,200404,13
1308,200404,2
1309,200404,1
1310,200404,1
1317,200404,1
1318,200404,6
1319,200404,7
1328,200404,4
1338,200404,1
1347,200404,2
1350,200404,1
1355,200404,2
1359,200404,1
1362,200404,2
1364,200404,3
1369,200404,1
1944,200404,1
46,200406,1
65,200406,1
72,200406,1
90,200406,1
91,200406,3
107,200406,1
108,200406,1
110,200406,1
150,200406,1
168,200406,1
184,200406,1
190,200406,1
211,200406,1
231,200406,1
232,200406,2
245,200406,1
254,200406,1
272,200406,2
273,200406,1
276,200406,5
295,200406,1
298,200406,1
299,200406,2
321,200406,1
333,200406,1
340,200406,1
358,200406,3
367,200406,1
431,200406,6
453,200406,1
461,200406,1
478,200406,1
479,200406,1
502,200406,1
509,200406,2
520,200406,1
533,200406,1
554,200406,13
556,200406,1
579,200406,1
585,200406,1
599,200406,1
617,200406,1
634,200406,1
638,200406,1
644,200406,1
650,200406,1
659,200406,1
660,200406,1
665,200406,1
680,200406,1
686,200406,1
687,200406,1
692,200406,2
694,200406,1
696,200406,1
704,200406,1
713,200406,3
717,200406,1
718,200406,6
719,200406,1
741,200406,2
743,200406,1
744,200406,3
745,200406,2
747,200406,1
767,200406,1
769,200406,1
770,200406,2
776,200406,1
793,200406,1
794,200406,12
797,200406,1
809,200406,1
819,200406,8
822,200406,1
826,200406,1
839,200406,1
845,200406,2
853,200406,1
870,200406,2
871,200406,1
880,200406,1
926,200406,1
929,200406,3
954,200406,1
970,200406,2
973,200406,1
974,200406,1
975,200406,1
979,200406,1
980,200406,1
997,200406,2
999,200406,1
1000,200406,1
1002,200406,1
1004,200406,7
1019,200406,1
1023,200406,1
1025,200406,1
1026,200406,6
1044,200406,1
1046,200406,2
1047,200406,1
1049,200406,2
1050,200406,3
1067,200406,2
1068,200406,1
1069,200406,1
1070,200406,2
1071,200406,4
1072,200406,29
1073,200406,1
1074,200406,1
1089,200406,6
1090,200406,2
1091,200406,2
1092,200406,1
1093,200406,1
1094,200406,8
1095,200406,4
1111,200406,1
1112,200406,9
1113,200406,4
1114,200406,1
1115,200406,1
1116,200406,2
1117,200406,5
1118,200406,1
1132,200406,1
1133,200406,1
1134,200406,3
1135,200406,4
1136,200406,5
1137,200406,2
1138,200406,3
1139,200406,1
1155,200406,11
1156,200406,5
1157,200406,13
1158,200406,1
1159,200406,1
1160,200406,2
1174,200406,1
1175,200406,2
1177,200406,20
1178,200406,31
1179,200406,12
1180,200406,8
1182,200406,1
1185,200406,2
1194,200406,5
1195,200406,1
1196,200406,1
1197,200406,22
1198,200406,43
1199,200406,18
1200,200406,1
1213,200406,1
1214,200406,4
1215,200406,40
1216,200406,61
1217,200406,13
1218,200406,8
1219,200406,1
1220,200406,5
1228,200406,2
1229,200406,23
1230,200406,79
1231,200406,39
1232,200406,10
1233,200406,2
1242,200406,15
1243,200406,39
1244,200406,141
1245,200406,13
1246,200406,2
1248,200406,1
1256,200406,17
1257,200406,82
1258,200406,31
1259,200406,6
1261,200406,1
1270,200406,9
1271,200406,48
1272,200406,26
1273,200406,6
1282,200406,90
1283,200406,31
1284,200406,17
1286,200406,2
1294,200406,75
1295,200406,22
1305,200406,4
1306,200406,21
1307,200406,5
1317,200406,1
1318,200406,10
1319,200406,3
1321,200406,1
1328,200406,8
1329,200406,2
1340,200406,1
1342,200406,1
1348,200406,1
1350,200406,1
1356,200406,2
1357,200406,1
1358,200406,1
1363,200406,1
1364,200406,7
1369,200406,1
1602,200406,1
33,200407,1
43,200407,1
46,200407,3
56,200407,1
78,200407,1
82,200407,1
84,200407,1
127,200407,1
148,200407,1
190,200407,4
205,200407,1
210,200407,1
231,200407,1
232,200407,1
253,200407,1
254,200407,3
272,200407,1
276,200407,4
277,200407,1
292,200407,1
299,200407,5
315,200407,1
317,200407,1
321,200407,4
340,200407,2
344,200407,2
349,200407,1
408,200407,1
428,200407,1
479,200407,2
512,200407,1
521,200407,1
539,200407,1
554,200407,7
579,200407,1
590,200407,1
591,200407,1
605,200407,1
623,200407,1
644,200407,1
651,200407,3
662,200407,1
665,200407,1
690,200407,1
692,200407,1
704,200407,2
706,200407,2
708,200407,1
714,200407,1
715,200407,1
717,200407,1
718,200407,3
719,200407,3
720,200407,1
744,200407,1
745,200407,16
767,200407,3
769,200407,1
770,200407,1
793,200407,2
794,200407,8
797,200407,1
819,200407,3
855,200407,1
875,200407,1
876,200407,1
878,200407,1
880,200407,1
897,200407,1
922,200407,1
926,200407,1
929,200407,5
947,200407,1
951,200407,1
954,200407,5
955,200407,2
972,200407,2
973,200407,1
974,200407,3
979,200407,3
980,200407,2
998,200407,3
999,200407,2
1001,200407,4
1004,200407,3
1005,200407,2
1019,200407,1
1023,200407,2
1026,200407,4
1027,200407,1
1044,200407,1
1045,200407,4
1046,200407,3
1048,200407,2
1050,200407,11
1051,200407,5
1053,200407,1
1054,200407,1
1066,200407,1
1067,200407,4
1070,200407,3
1071,200407,1
1072,200407,20
1073,200407,1
1088,200407,1
1089,200407,3
1090,200407,2
1092,200407,1
1093,200407,4
1094,200407,9
1095,200407,3
1096,200407,2
1112,200407,8
1114,200407,1
1116,200407,1
1117,200407,3
1118,200407,2
1133,200407,1
1134,200407,8
1135,200407,3
1138,200407,2
1139,200407,2
1152,200407,11
1153,200407,2
1155,200407,9
1156,200407,4
1157,200407,11
1159,200407,1
1160,200407,2
1177,200407,9
1178,200407,8
1179,200407,12
1180,200407,3
1181,200407,1
1183,200407,1
1185,200407,1
1194,200407,2
1195,200407,1
1196,200407,2
1197,200407,32
1198,200407,29
1199,200407,10
1200,200407,7
1213,200407,1
1214,200407,6
1215,200407,34
1216,200407,24
1217,200407,16
1218,200407,3
1219,200407,1
1220,200407,6
1221,200407,1
1228,200407,3
1229,200407,23
1230,200407,54
1231,200407,23
1232,200407,8
1233,200407,2
1234,200407,1
1242,200407,8
1243,200407,32
1244,200407,77
1245,200407,11
1246,200407,2
1256,200407,14
1257,200407,53
1258,200407,26
1259,200407,5
1266,200407,1
1270,200407,8
1271,200407,34
1272,200407,18
1273,200407,1
1276,200407,1
1282,200407,48
1283,200407,19
1284,200407,13
1294,200407,44
